Rank,Name,NPC,Birth,Time,Date,City,Country
1,WYLIE Matthew,GBR,1996,0:25.69,27 April 2016,Glasgow,Great Britain
2,DISKEN Timothy,AUS,1996,0:25.95,7 April 2016,Adelaide,Australia
3,YAMADA Takuro,JPN,1991,0:26.00,13 September 2016,Rio de Janeiro,Brazil
4,SORS Tamas,HUN,1991,0:26.04,13 September 2016,Rio de Janeiro,Brazil
5,MARI ALCARAZ Jose Antonio,ESP,1988,0:26.11,13 September 2016,Rio de Janeiro,Brazil
6,LAHTEENMAKI Leo,FIN,1991,0:26.17,1 May 2016,Funchal,Portugal
7,TOTH Tamas,HUN,1992,0:26.18,13 September 2016,Rio de Janeiro,Brazil
8,CROUCH Ryan,GBR,1994,0:26.37,27 April 2016,Glasgow,Great Britain
9,SKALIUKH Alexander,RUS,1994,0:26.59,7 April 2016,"Ramenskoe, Moscow Region",Russia
10,GONCALVES SILVA Ruiter Antonio,BRA,1992,0:26.62,13 September 2016,Rio de Janeiro,Brazil
11,TADIC Ilija,MNE,1999,0:26.66,23 January 2016,Split,Croatia
12,FILHO Vanilton,BRA,1993,0:26.69,13 September 2016,Rio de Janeiro,Brazil
13,WHITE Lewis,GBR,2000,0:26.96,29 July 2016,Sheffield,Great Britain
14,HALL Brenden,AUS,1993,0:26.98,7 April 2016,Adelaide,Australia
15,VAN DUUREN Tim,NED,1998,0:26.99,6 April 2016,Eindhoven,Netherlands
16,GRACHAT David,POR,1987,0:27.02,1 May 2016,Funchal,Portugal
17,BUREAU Cody,USA,1988,0:27.10,1 July 2016,"Charlotte, NC",United States of America
18,SILVA Matheus,BRA,1994,0:27.13,25 June 2016,Sao Paulo,Brazil
19,ARBUTHNOTT Christopher,NZL,1998,0:27.17,30 March 2016,Auckland,New Zealand
20,MOZGOVOI Bogdan,RUS,2000,0:27.24,7 April 2016,"Ramenskoe, Moscow Region",Russia
21,SAMARIN Eduard,RUS,1987,0:27.36,7 April 2016,"Ramenskoe, Moscow Region",Russia
22,MORLACCHI Federico,ITA,1993,0:27.41,31 January 2016,Busto Arsizio,Italy
23=,DEMIANENKO Aleksandr,RUS,1993,0:27.49,1 May 2016,Funchal,Portugal
23=,MICHALENTZAKIS Dimosthenis,GRE,1998,0:27.49,1 May 2016,Funchal,Portugal
25,HODGE Timothy,AUS,2001,0:27.55,13 September 2016,Rio de Janeiro,Brazil
26,MOCSARI Bence,HUN,2000,0:27.59,11 June 2016,Berlin,Germany
27,RIBEIRO FILHO Ercilio,BRA,1987,0:27.60,23 April 2016,Rio de Janeiro,Brazil
28,COX Oliver,AUS,1997,0:27.65,7 April 2016,Adelaide,Australia
29,PREZZI Yuri,ITA,1994,0:27.88,30 June 2016,Bergamo,Italy
30,KARAS Adam,GER,2001,0:27.95,10 December 2016,Braunschweig,Germany
31,TAVARES DOS SANTOS Eric,BRA,1996,0:27.96,16 July 2016,Sao Paulo,Brazil
32=,BOOTH Jonathan,GBR,1998,0:27.99,29 July 2016,Sheffield,Great Britain
32=,CASTILLO ESTEVEZ Juan,CUB,1998,0:27.99,13 September 2016,Rio de Janeiro,Brazil
34,VINCETIC Kristijan,CRO,1991,0:28.14,6 April 2016,Eindhoven,Netherlands
35,MOZELA Lucas Lamente,BRA,1997,0:28.21,12 November 2016,Sao Paulo,Brazil
36,VAN DEN END Thijs,NED,1993,0:28.53,26 February 2016,Den Haag,Netherlands
37,NOGUEIRA Victor Alan,BRA,1992,0:28.77,16 July 2016,Sao Paulo,Brazil
38,GARCIA Filipe,POR,1997,0:28.83,1 May 2016,Funchal,Portugal
39,SOLONENKO Igor,RUS,1996,0:28.84,7 April 2016,"Ramenskoe, Moscow Region",Russia
40,LOBBA Andrea,ITA,1999,0:28.91,28 February 2016,Reggio Emilia,Italy
41,LIKSOR Robin,EST,1999,0:28.95,11 June 2016,Berlin,Germany
42,VACHON Philippe,CAN,1995,0:29.03,5 April 2016,Toronto,Canada
