Rank,Name,NPC,Birth,Time,Date,City,Country
1,BANDEIRA Gabriel,BRA,1999,1:52.42,12 June 2022,Funchal,Portugal
2,HANCE Benjamin,AUS,2000,1:54.08,9 April 2022,Adelaide,Australia
3,BENNETT Nicholas,CAN,2003,1:54.41,12 June 2022,Funchal,Portugal
4,IRELAND Jack,AUS,1999,1:55.47,11 December 2022,Brisbane,Australia
5,CATCHPOLE Jordan,GBR,1999,1:56.37,3 August 2022,Birmingham,Great Britain
6,DUNN Reece,GBR,1995,1:56.42,3 August 2022,Birmingham,Great Britain
7,SCHLUTER Liam,AUS,1999,1:57.26,9 April 2022,Adelaide,Australia
8,HAMER Thomas,GBR,1998,1:57.99,3 August 2022,Birmingham,Great Britain
9,BROOM Dylan,GBR,2002,1:58.02,15 April 2022,Swansea,Great Britain
10,BETAR Ricky,AUS,2003,1:59.29,9 April 2022,Adelaide,Australia
11,TANG Wai Lok,HKG,1997,1:59.55,10 November 2022,Brisbane,Australia
12,BRUTOS DE OLIVEIRA Joao Pedro,BRA,2004,1:59.81,12 June 2022,Funchal,Portugal
13,LEE Inkook,KOR,1995,2:00.41,19 October 2022,Ulsan,South Korea
14,LAWLOR Louis,GBR,2002,2:00.96,23 July 2022,Sheffield,Great Britain
15,MURAKAMI Shunya,JPN,1994,2:01.20,17 September 2022,Yokohama,Japan
16,MIYAZAKI Satoru,JPN,1992,2:01.42,24 July 2022,Yokohama,Japan
17,KELMAN-JOHNS George,GBR,2001,2:01.70,19 February 2022,Aberdeen,Great Britain
18,MATSUDA Anku,JPN,2001,2:01.82,10 November 2022,Brisbane,Australia
19,SAKAKURA Koki,JPN,1997,2:01.83,24 July 2022,Yokohama,Japan
20,WONG Hon Yin,HKG,2001,2:02.01,10 November 2022,Brisbane,Australia
21,KHALILI Nader,FIN,2001,2:02.11,11 March 2022,Lignano,Italy
22,MAIDANA CANCINOS Lautaro Daniel,ARG,2004,2:02.21,2 December 2022,Buenos Aires,Argentina
23,SHABALIN Andrei,RPC,1998,2:02.31,7 October 2022,Sochi,Russia
24,KAGOSE Rei,JPN,2004,2:02.86,17 September 2022,Yokohama,Japan
25,MACDONALD Tyson,CAN,1996,2:02.96,6 April 2022,"Victoria, BC",Canada
26,CHEUNG Tsun Lok,HKG,2005,2:03.10,10 November 2022,Brisbane,Australia
27,VANZENKO Dmytro,UKR,1996,2:03.34,12 June 2022,Funchal,Portugal
